date,n_total,n_total_liq,classifiable_pct,adv,dec,unch,rana,adv_pct,adv_liq,dec_liq,unch_liq,rana_liq,osc,osc_liq
2025-02-25,6955,4504,0.8387356553251459,3043,3560,164,-0.078297743449947,0.4608511282750265,1845,2297,53,-0.10912602607436021,-34.56801829003658,-44.44077083001184
2025-02-26,6947,4325,0.837881708430557,3401,3126,230,0.04213267963842501,0.5210663398192125,2051,1995,68,0.01384083044982699,-26.322932242546866,-35.88120319907913
2025-02-27,6929,4328,0.8409986859395532,1960,4560,221,-0.3987730061349693,0.3006134969325153,1086,2900,54,-0.45509282488710484,-41.187053299400134,-51.83004962548285
2025-02-28,6954,4456,0.8416516335939066,4007,2541,181,0.22388515577275503,0.6119425778863775,2634,1402,53,0.30525272547076315,-22.557033441126467,-27.189885554037215
2025-03-03,6958,4517,0.8426766679826293,1613,4985,157,-0.5110639587753865,0.24446802061230677,816,3320,40,-0.6054158607350096,-43.26303702250392,-51.52002515546966
2025-03-04,6976,4548,0.8422921392642272,2228,4361,169,-0.32372135377143724,0.33813932311428135,1465,2720,67,-0.2998805256869773,-51.383224649271654,-56.78792763651544
2025-03-05,6946,4379,0.8412397847319115,4235,2316,184,0.2929323767363761,0.646466188368188,2785,1348,49,0.34768932978466005,-27.236382421521057,-28.62955184604514
2025-03-06,6873,4304,0.8458824715250479,2122,4368,173,-0.3460708782742681,0.32696456086286596,1263,2769,52,-0.37351190476190477,-38.4048131552189,-40.471054513291044
2025-03-07,6907,4357,0.8450972528574293,3443,3001,201,0.0685909373060211,0.5342954686530106,2280,1721,74,0.13971507123219196,-27.028706587739997,-24.731835221514995
2025-03-10,6979,4473,0.8431973125185258,1239,5339,145,-0.6232897537245363,0.18835512313773184,676,3423,26,-0.6701634545010978,-51.76102649113471,-51.645069837603394
2025-03-11,6890,4383,0.8438941247242832,3099,3448,191,-0.05330685810294791,0.47334657094852606,2030,2068,59,-0.009272816007808687,-44.14921009500208,-41.353128160506486
2025-03-12,6867,4314,0.8436038234695953,3681,2801,191,0.1357605677260105,0.5678802838630053,2152,1879,57,0.06772513024063508,-27.966989734385773,-28.496855073363914
2025-03-13,6899,4258,0.8431769830817546,1859,4618,189,-0.42596881272193915,0.2870155936390304,960,3003,53,-0.5155185465556397,-42.07782539978439,-46.524441148303936
2025-03-14,6895,4225,0.8418107833163785,4864,1655,166,0.49225341310016874,0.7461267065500844,3201,747,46,0.621580547112462,-8.021089475595863,-4.850450353231062
2025-03-17,6912,4327,0.8443524780458261,4710,1788,194,0.44967682363804246,0.7248384118190212,3055,905,47,0.5429292929292929,19.008695713856977,26.872501319163955
