symbol,status,strategy,tf,sharpe,n,date_checked,note
APLD,rejected,MR,1h,0.5,21,2026-07-25,第四版watchlist(293个代码)批量回测
APLD,rejected,RSI2,4h,0.191,44,2026-07-25,第四版watchlist(293个代码)批量回测
BA,rejected,Breakout,1d,0.24,22,2026-07-25,第四版watchlist(293个代码)批量回测
BA,rejected,MR,1h,-0.2,15,2026-07-25,第四版watchlist(293个代码)批量回测
BA,rejected,Confluence,4h,0.47,48,2026-07-25,第四版watchlist(293个代码)批量回测
BAC,rejected,Breakout,1d,0.742,24,2026-07-25,第四版watchlist(293个代码)批量回测
BAC,promoted,RSI2,1h,0.782,116,2026-07-25,第四版watchlist(293个代码)批量回测
BAC,rejected,Confluence,4h,-0.48,45,2026-07-25,第四版watchlist(293个代码)批量回测
BATL,rejected,Confluence,1d,-0.57,34,2026-07-25,第四版watchlist(293个代码)批量回测
BATL,rejected,RSI2,1h,0.117,55,2026-07-25,第四版watchlist(293个代码)批量回测
BATL,rejected,RSI2,4h,-0.168,15,2026-07-25,第四版watchlist(293个代码)批量回测
BBW,rejected,Confluence,1d,0.18,73,2026-07-25,第四版watchlist(293个代码)批量回测
BBW,rejected,MR,1h,0.485,21,2026-07-25,第四版watchlist(293个代码)批量回测
BBW,rejected,RSI2,4h,0.374,39,2026-07-25,第四版watchlist(293个代码)批量回测
BE,rejected,Breakout,1d,0.512,13,2026-07-25,第四版watchlist(293个代码)批量回测
BE,rejected,RSI2,1h,0.598,122,2026-07-25,第四版watchlist(293个代码)批量回测
BE,promoted,RSI2,4h,0.698,41,2026-07-25,第四版watchlist(293个代码)批量回测
CBUS,rejected,Confluence,1d,0.28,67,2026-07-25,第四版watchlist(293个代码)批量回测
CBUS,promoted,Confluence,1h,0.79,110,2026-07-25,第四版watchlist(293个代码)批量回测
CBUS,rejected,Confluence,4h,0.13,38,2026-07-25,第四版watchlist(293个代码)批量回测
CC,rejected,Breakout,1d,0.073,19,2026-07-25,第四版watchlist(293个代码)批量回测
CC,rejected,Confluence,1h,-0.34,126,2026-07-25,第四版watchlist(293个代码)批量回测
CC,rejected,RSI2,4h,-0.016,18,2026-07-25,第四版watchlist(293个代码)批量回测
CCB,rejected,Breakout,1d,0.411,11,2026-07-25,第四版watchlist(293个代码)批量回测
CCB,rejected,MR,1h,0.654,29,2026-07-25,第四版watchlist(293个代码)批量回测
CCB,promoted,RSI2,4h,0.622,38,2026-07-25,第四版watchlist(293个代码)批量回测
CLX,rejected,Confluence,1d,-0.03,57,2026-07-25,第四版watchlist(293个代码)批量回测
CLX,rejected,RSI2,1h,-0.871,67,2026-07-25,第四版watchlist(293个代码)批量回测
CLX,rejected,Confluence,4h,0.31,45,2026-07-25,第四版watchlist(293个代码)批量回测
CRCL,rejected,Confluence,1d,0.44,9,2026-07-25,第四版watchlist(293个代码)批量回测
CRCL,promoted,Confluence,1h,0.92,40,2026-07-25,第四版watchlist(293个代码)批量回测
CRCL,rejected,Confluence,4h,-1.24,9,2026-07-25,第四版watchlist(293个代码)批量回测
CRML,rejected,Confluence,1d,0.64,28,2026-07-25,第四版watchlist(293个代码)批量回测
CRML,rejected,RSI2,1h,-0.307,78,2026-07-25,第四版watchlist(293个代码)批量回测
CRML,rejected,Confluence,4h,0.57,30,2026-07-25,第四版watchlist(293个代码)批量回测
CRSP,rejected,Breakout,1d,0.172,13,2026-07-25,第四版watchlist(293个代码)批量回测
CRSP,rejected,RSI2,1h,-0.029,111,2026-07-25,第四版watchlist(293个代码)批量回测
CRSP,rejected,RSI2,4h,0.396,28,2026-07-25,第四版watchlist(293个代码)批量回测
CRWV,rejected,Confluence,1d,-1.27,14,2026-07-25,第四版watchlist(293个代码)批量回测
CRWV,promoted,Confluence,1h,1.21,73,2026-07-25,第四版watchlist(293个代码)批量回测
CRWV,rejected,Confluence,4h,0.1,21,2026-07-25,第四版watchlist(293个代码)批量回测
DUOL,rejected,Confluence,1d,0.15,28,2026-07-25,第四版watchlist(293个代码)批量回测
DUOL,rejected,RSI2,1h,0.458,91,2026-07-25,第四版watchlist(293个代码)批量回测
DUOL,rejected,RSI2,4h,0.02,35,2026-07-25,第四版watchlist(293个代码)批量回测
ES,rejected,Breakout,1d,-0.061,20,2026-07-25,第四版watchlist(293个代码)批量回测
ES,rejected,MR,1h,-0.264,28,2026-07-25,第四版watchlist(293个代码)批量回测
ES,rejected,RSI2,4h,0.153,34,2026-07-25,第四版watchlist(293个代码)批量回测
ETHU,rejected,Confluence,1d,0.54,30,2026-07-25,第四版watchlist(293个代码)批量回测
FCF,rejected,Confluence,1d,0.09,48,2026-07-25,第四版watchlist(293个代码)批量回测
FCF,rejected,MR,1h,-0.184,23,2026-07-25,第四版watchlist(293个代码)批量回测
FCF,rejected,RSI2,4h,0.092,28,2026-07-25,第四版watchlist(293个代码)批量回测
FOX,rejected,Breakout,1d,0.489,11,2026-07-25,第四版watchlist(293个代码)批量回测
FOX,rejected,MR,1h,-0.162,27,2026-07-25,第四版watchlist(293个代码)批量回测
FOX,promoted,RSI2,4h,0.91,40,2026-07-25,第四版watchlist(293个代码)批量回测
FWRG,rejected,Confluence,1d,-0.79,27,2026-07-25,第四版watchlist(293个代码)批量回测
FWRG,rejected,Confluence,1h,0.05,103,2026-07-25,第四版watchlist(293个代码)批量回测
FWRG,rejected,Confluence,4h,0.51,41,2026-07-25,第四版watchlist(293个代码)批量回测
GE,rejected,Breakout,1d,0.316,29,2026-07-25,第四版watchlist(293个代码)批量回测
GE,rejected,RSI2,1h,0.349,131,2026-07-25,第四版watchlist(293个代码)批量回测
GE,promoted,RSI2,4h,0.837,45,2026-07-25,第四版watchlist(293个代码)批量回测
GEV,rejected,RSI2,1d,0.66,23,2026-07-25,第四版watchlist(293个代码)批量回测
GFS,rejected,Confluence,1d,-0.67,31,2026-07-25,第四版watchlist(293个代码)批量回测
GFS,rejected,Confluence,1h,0.37,119,2026-07-25,第四版watchlist(293个代码)批量回测
GFS,rejected,RSI2,4h,0.031,32,2026-07-25,第四版watchlist(293个代码)批量回测
GL,rejected,Confluence,1d,0.32,48,2026-07-25,第四版watchlist(293个代码)批量回测
GL,rejected,RSI2,1h,0.13,105,2026-07-25,第四版watchlist(293个代码)批量回测
GL,rejected,RSI2,4h,0.567,30,2026-07-25,第四版watchlist(293个代码)批量回测
GOOG,rejected,Confluence,1d,0.37,60,2026-07-25,第四版watchlist(293个代码)批量回测
GOOG,rejected,Confluence,1h,-0.1,142,2026-07-25,第四版watchlist(293个代码)批量回测
GOOG,promoted,RSI2,4h,0.875,46,2026-07-25,第四版watchlist(293个代码)批量回测
HBM,rejected,Breakout,1d,0.398,19,2026-07-25,第四版watchlist(293个代码)批量回测
HBM,rejected,RSI2,1h,0.003,143,2026-07-25,第四版watchlist(293个代码)批量回测
HBM,rejected,RSI2,4h,0.253,47,2026-07-25,第四版watchlist(293个代码)批量回测
IBIT,rejected,Confluence,1d,-0.98,16,2026-07-25,第四版watchlist(293个代码)批量回测
INFQ,rejected,Confluence,1d,-1.47,3,2026-07-25,第四版watchlist(293个代码)批量回测
INFQ,rejected,Confluence,1h,0.87,23,2026-07-25,第四版watchlist(293个代码)批量回测
INFQ,rejected,Confluence,4h,-1.7,7,2026-07-25,第四版watchlist(293个代码)批量回测
IP,rejected,Breakout,1d,-0.019,16,2026-07-25,第四版watchlist(293个代码)批量回测
IP,rejected,Confluence,1h,-0.1,127,2026-07-25,第四版watchlist(293个代码)批量回测
IP,rejected,RSI2,4h,-0.638,28,2026-07-25,第四版watchlist(293个代码)批量回测
ISRG,rejected,Breakout,1d,0.108,36,2026-07-25,第四版watchlist(293个代码)批量回测
ISRG,rejected,RSI2,1h,0.059,88,2026-07-25,第四版watchlist(293个代码)批量回测
ISRG,rejected,RSI2,4h,-0.456,33,2026-07-25,第四版watchlist(293个代码)批量回测
IT,rejected,MR,1d,0.182,17,2026-07-25,第四版watchlist(293个代码)批量回测
IT,rejected,RSI2,1h,-0.264,76,2026-07-25,第四版watchlist(293个代码)批量回测
IT,rejected,Confluence,4h,0.32,40,2026-07-25,第四版watchlist(293个代码)批量回测
KO,rejected,MR,1d,0.185,21,2026-07-25,第四版watchlist(293个代码)批量回测
KO,rejected,MR,1h,0.347,22,2026-07-25,第四版watchlist(293个代码)批量回测
KO,rejected,Confluence,4h,0.48,28,2026-07-25,第四版watchlist(293个代码)批量回测
LINK,rejected,RSI2,1d,-0.422,18,2026-07-25,第四版watchlist(293个代码)批量回测
LINK,rejected,Confluence,1h,-0.15,58,2026-07-25,第四版watchlist(293个代码)批量回测
LINK,rejected,RSI2,4h,0.342,25,2026-07-25,第四版watchlist(293个代码)批量回测
LLY,rejected,Breakout,1d,0.594,34,2026-07-25,第四版watchlist(293个代码)批量回测
LLY,rejected,MR,1h,0.487,17,2026-07-25,第四版watchlist(293个代码)批量回测
LLY,rejected,RSI2,4h,0.258,40,2026-07-25,第四版watchlist(293个代码)批量回测
LMT,rejected,Breakout,1d,0.604,23,2026-07-25,第四版watchlist(293个代码)批量回测
LMT,promoted,Confluence,1h,0.77,116,2026-07-25,第四版watchlist(293个代码)批量回测
LMT,rejected,RSI2,4h,1.044,25,2026-07-25,第四版watchlist(293个代码)批量回测
LSL,rejected,Confluence,1d,1.76,5,2026-07-25,第四版watchlist(293个代码)批量回测
LTL,rejected,MR,1d,0.275,21,2026-07-25,第四版watchlist(293个代码)批量回测
LTL,promoted,RSI2,1h,0.982,73,2026-07-25,第四版watchlist(293个代码)批量回测
LTL,rejected,RSI2,4h,-0.396,32,2026-07-25,第四版watchlist(293个代码)批量回测
LULU,rejected,Breakout,1d,0.378,26,2026-07-25,第四版watchlist(293个代码)批量回测
LULU,rejected,RSI2,1h,0.132,83,2026-07-25,第四版watchlist(293个代码)批量回测
LULU,rejected,Confluence,4h,0.34,44,2026-07-25,第四版watchlist(293个代码)批量回测
MINE,rejected,Confluence,1h,0.06,5,2026-07-25,第四版watchlist(293个代码)批量回测
MKSI,rejected,Confluence,1d,0.25,72,2026-07-25,第四版watchlist(293个代码)批量回测
MKSI,promoted,MR,1h,0.623,31,2026-07-25,第四版watchlist(293个代码)批量回测
MKSI,rejected,RSI2,4h,0.503,52,2026-07-25,第四版watchlist(293个代码)批量回测
MQ,rejected,Confluence,1d,0.17,26,2026-07-25,第四版watchlist(293个代码)批量回测
MQ,rejected,MR,1h,-0.152,15,2026-07-25,第四版watchlist(293个代码)批量回测
MQ,rejected,Confluence,4h,-1.11,27,2026-07-25,第四版watchlist(293个代码)批量回测
MS,rejected,RSI2,1d,0.243,29,2026-07-25,第四版watchlist(293个代码)批量回测
MS,rejected,RSI2,1h,0.58,115,2026-07-25,第四版watchlist(293个代码)批量回测
MS,promoted,RSI2,4h,0.601,51,2026-07-25,第四版watchlist(293个代码)批量回测
MSM,rejected,RSI2,1d,0.362,17,2026-07-25,第四版watchlist(293个代码)批量回测
MSM,rejected,MR,1h,-0.39,18,2026-07-25,第四版watchlist(293个代码)批量回测
MSM,rejected,RSI2,4h,0.336,22,2026-07-25,第四版watchlist(293个代码)批量回测
MSTR,rejected,Breakout,1d,0.403,16,2026-07-25,第四版watchlist(293个代码)批量回测
MSTR,rejected,RSI2,1h,0.395,110,2026-07-25,第四版watchlist(293个代码)批量回测
MSTR,rejected,RSI2,4h,0.495,43,2026-07-25,第四版watchlist(293个代码)批量回测
NGS,rejected,RSI2,1d,0.272,20,2026-07-25,第四版watchlist(293个代码)批量回测
NGS,rejected,RSI2,1h,0.144,112,2026-07-25,第四版watchlist(293个代码)批量回测
NGS,rejected,RSI2,4h,-0.253,41,2026-07-25,第四版watchlist(293个代码)批量回测
NOEM,rejected,Confluence,1d,-0.85,15,2026-07-25,第四版watchlist(293个代码)批量回测
NOEM,rejected,Confluence,1h,-0.05,1,2026-07-25,第四版watchlist(293个代码)批量回测
NOEM,rejected,Confluence,4h,-0.54,2,2026-07-25,第四版watchlist(293个代码)批量回测
NOW,rejected,MR,1d,0.145,17,2026-07-25,第四版watchlist(293个代码)批量回测
NOW,rejected,MR,1h,-0.265,16,2026-07-25,第四版watchlist(293个代码)批量回测
NOW,rejected,Confluence,4h,0.1,50,2026-07-25,第四版watchlist(293个代码)批量回测
OC,rejected,Confluence,1d,0.07,59,2026-07-25,第四版watchlist(293个代码)批量回测
OC,rejected,RSI2,1h,-0.251,115,2026-07-25,第四版watchlist(293个代码)批量回测
OC,promoted,Confluence,4h,0.83,40,2026-07-25,第四版watchlist(293个代码)批量回测
ONDS,promoted,Confluence,1d,0.94,53,2026-07-25,第四版watchlist(293个代码)批量回测
ONDS,promoted,Confluence,1h,0.88,131,2026-07-25,第四版watchlist(293个代码)批量回测
ONDS,rejected,RSI2,4h,0.133,33,2026-07-25,第四版watchlist(293个代码)批量回测
OSCR,rejected,Confluence,1d,-0.18,48,2026-07-25,第四版watchlist(293个代码)批量回测
OSCR,rejected,RSI2,1h,0.572,106,2026-07-25,第四版watchlist(293个代码)批量回测
OSCR,promoted,RSI2,4h,0.623,42,2026-07-25,第四版watchlist(293个代码)批量回测
OUST,promoted,Confluence,1d,0.62,46,2026-07-25,第四版watchlist(293个代码)批量回测
OUST,rejected,Confluence,1h,0.23,156,2026-07-25,第四版watchlist(293个代码)批量回测
OUST,rejected,RSI2,4h,0.563,39,2026-07-25,第四版watchlist(293个代码)批量回测
OXY,rejected,Confluence,1d,0.15,58,2026-07-25,第四版watchlist(293个代码)批量回测
OXY,rejected,MR,1h,-0.87,19,2026-07-25,第四版watchlist(293个代码)批量回测
OXY,rejected,Confluence,4h,-0.38,29,2026-07-25,第四版watchlist(293个代码)批量回测
PB,rejected,Breakout,1d,-0.05,11,2026-07-25,第四版watchlist(293个代码)批量回测
PB,rejected,RSI2,1h,-0.267,95,2026-07-25,第四版watchlist(293个代码)批量回测
PB,rejected,RSI2,4h,0.578,25,2026-07-25,第四版watchlist(293个代码)批量回测
PG,rejected,MR,1d,0.264,21,2026-07-25,第四版watchlist(293个代码)批量回测
PG,rejected,MR,1h,0.263,21,2026-07-25,第四版watchlist(293个代码)批量回测
PG,rejected,RSI2,4h,-0.35,19,2026-07-25,第四版watchlist(293个代码)批量回测
PINS,rejected,Confluence,1d,-0.01,44,2026-07-25,第四版watchlist(293个代码)批量回测
PINS,rejected,MR,1h,0.478,17,2026-07-25,第四版watchlist(293个代码)批量回测
PINS,rejected,RSI2,4h,-0.277,21,2026-07-25,第四版watchlist(293个代码)批量回测
QCOM,rejected,Confluence,1d,0.12,53,2026-07-25,第四版watchlist(293个代码)批量回测
QCOM,rejected,MR,1h,0.537,21,2026-07-25,第四版watchlist(293个代码)批量回测
QCOM,rejected,Confluence,4h,0.17,38,2026-07-25,第四版watchlist(293个代码)批量回测
RGTI,rejected,RSI2,1d,0.312,27,2026-07-25,第四版watchlist(293个代码)批量回测
RGTI,rejected,RSI2,1h,0.518,104,2026-07-25,第四版watchlist(293个代码)批量回测
RGTI,rejected,RSI2,4h,0.342,40,2026-07-25,第四版watchlist(293个代码)批量回测
RIVN,rejected,Confluence,1d,0.27,35,2026-07-25,第四版watchlist(293个代码)批量回测
RIVN,rejected,RSI2,1h,-0.315,88,2026-07-25,第四版watchlist(293个代码)批量回测
RIVN,rejected,RSI2,4h,-0.212,23,2026-07-25,第四版watchlist(293个代码)批量回测
RR,rejected,Confluence,1d,0.44,19,2026-07-25,第四版watchlist(293个代码)批量回测
SGP,rejected,Confluence,1d,-0.63,2,2026-07-25,第四版watchlist(293个代码)批量回测
SGP,rejected,Confluence,1h,-2.25,20,2026-07-25,第四版watchlist(293个代码)批量回测
SGP,rejected,Confluence,4h,-0.36,4,2026-07-25,第四版watchlist(293个代码)批量回测
SLS,rejected,RSI2,1d,0.156,20,2026-07-25,第四版watchlist(293个代码)批量回测
SLS,rejected,MR,1h,0.473,19,2026-07-25,第四版watchlist(293个代码)批量回测
SLS,rejected,RSI2,4h,0.339,47,2026-07-25,第四版watchlist(293个代码)批量回测
SMA,rejected,Confluence,1d,-0.6,10,2026-07-25,第四版watchlist(293个代码)批量回测
SMA,rejected,RSI2,1h,-2.376,38,2026-07-25,第四版watchlist(293个代码)批量回测
SMA,rejected,Confluence,4h,-1.35,11,2026-07-25,第四版watchlist(293个代码)批量回测
SMR,rejected,Confluence,1d,0.39,35,2026-07-25,第四版watchlist(293个代码)批量回测
SMR,rejected_high_risk_dd,RSI2,1h,0.686,116,2026-07-25,最大回撤-95.12%风险过高，即使Sharpe达标也排除
SMR,rejected_high_risk_dd,RSI2,4h,0.548,42,2026-07-25,最大回撤-52.69%风险过高，即使Sharpe达标也排除
SNAP,rejected,Confluence,1d,0.49,53,2026-07-25,第四版watchlist(293个代码)批量回测
SNAP,rejected,RSI2,1h,-0.24,83,2026-07-25,第四版watchlist(293个代码)批量回测
SNAP,rejected,Confluence,4h,0.24,42,2026-07-25,第四版watchlist(293个代码)批量回测
SPXC,rejected,MR,1d,0.482,15,2026-07-25,第四版watchlist(293个代码)批量回测
SPXC,rejected,RSI2,1h,0.442,127,2026-07-25,第四版watchlist(293个代码)批量回测
SPXC,rejected,RSI2,4h,-0.171,54,2026-07-25,第四版watchlist(293个代码)批量回测
STLA,rejected,Breakout,1d,0.545,22,2026-07-25,第四版watchlist(293个代码)批量回测
STLA,rejected,RSI2,1h,-0.382,88,2026-07-25,第四版watchlist(293个代码)批量回测
STLA,rejected,Confluence,4h,0.44,37,2026-07-25,第四版watchlist(293个代码)批量回测
TGS,rejected,Confluence,1d,-0.14,46,2026-07-25,第四版watchlist(293个代码)批量回测
TGS,rejected,MR,1h,-0.159,24,2026-07-25,第四版watchlist(293个代码)批量回测
TGS,rejected,RSI2,4h,0.249,38,2026-07-25,第四版watchlist(293个代码)批量回测
UNH,rejected,MR,1d,0.23,15,2026-07-25,第四版watchlist(293个代码)批量回测
UNH,rejected,MR,1h,1.401,17,2026-07-25,第四版watchlist(293个代码)批量回测
UNH,rejected,Confluence,4h,0.06,48,2026-07-25,第四版watchlist(293个代码)批量回测
UP,rejected,Confluence,1d,0.55,53,2026-07-25,第四版watchlist(293个代码)批量回测
UP,rejected,RSI2,1h,0.161,80,2026-07-25,第四版watchlist(293个代码)批量回测
UP,rejected,Confluence,4h,-0.03,36,2026-07-25,第四版watchlist(293个代码)批量回测
VC,rejected,Breakout,1d,0.185,13,2026-07-25,第四版watchlist(293个代码)批量回测
VC,rejected,MR,1h,0.217,20,2026-07-25,第四版watchlist(293个代码)批量回测
VC,rejected,RSI2,4h,0.457,19,2026-07-25,第四版watchlist(293个代码)批量回测
WBD,rejected,Breakout,1d,0.514,10,2026-07-25,第四版watchlist(293个代码)批量回测
WBD,promoted,RSI2,1h,0.969,81,2026-07-25,第四版watchlist(293个代码)批量回测
WBD,promoted,RSI2,4h,0.796,32,2026-07-25,第四版watchlist(293个代码)批量回测
WDC,rejected,Confluence,1d,0.56,85,2026-07-25,第四版watchlist(293个代码)批量回测
WDC,promoted,RSI2,1h,1.276,141,2026-07-25,第四版watchlist(293个代码)批量回测
WDC,promoted,RSI2,4h,1.01,47,2026-07-25,第四版watchlist(293个代码)批量回测
WEN,rejected,Confluence,1d,0.36,62,2026-07-25,第四版watchlist(293个代码)批量回测
WEN,rejected,RSI2,1h,-0.688,55,2026-07-25,第四版watchlist(293个代码)批量回测
WEN,rejected,Confluence,4h,-0.52,29,2026-07-25,第四版watchlist(293个代码)批量回测
WM,rejected,MR,1d,0.406,21,2026-07-25,第四版watchlist(293个代码)批量回测
WM,rejected,RSI2,1h,-0.118,78,2026-07-25,第四版watchlist(293个代码)批量回测
WM,rejected,RSI2,4h,-0.29,25,2026-07-25,第四版watchlist(293个代码)批量回测
WMT,rejected,Breakout,1d,0.061,34,2026-07-25,第四版watchlist(293个代码)批量回测
WMT,rejected,MR,1h,0.17,22,2026-07-25,第四版watchlist(293个代码)批量回测
WMT,promoted,RSI2,4h,0.677,42,2026-07-25,第四版watchlist(293个代码)批量回测
ZION,rejected,MR,1d,0.291,18,2026-07-25,第四版watchlist(293个代码)批量回测
ZION,rejected,MR,1h,0.434,27,2026-07-25,第四版watchlist(293个代码)批量回测
ZION,rejected,RSI2,4h,0.454,45,2026-07-25,第四版watchlist(293个代码)批量回测
ACAC,no_data_unverified,,,,,2026-07-25,再次确认无数据(与第一版一致)
FX,no_data_unverified,,,,,2026-07-25,再次确认无数据
LTV,no_data_unverified,,,,,2026-07-25,再次确认无数据
OS,no_data_unverified,,,,,2026-07-25,再次确认无数据
RE,no_data_unverified,,,,,2026-07-25,再次确认无数据
SMS,no_data_unverified,,,,,2026-07-25,再次确认无数据
TITI,no_data_unverified,,,,,2026-07-25,再次确认无数据
ETHU,insufficient_data,,,,,2026-07-25,仅1d数据(加密货币ETF，730天1h窗口不足)
IBIT,insufficient_data,,,,,2026-07-25,仅1d数据(比特币ETF，730天1h窗口不足)
GEV,insufficient_data,,,,,2026-07-25,仅1d数据(次新股)
LSL,insufficient_data,,,,,2026-07-25,仅1d数据(次新股)
RR,insufficient_data,,,,,2026-07-25,仅1d数据(次新股)
BRK.B,duplicate_format,,,,,2026-07-25,与已处理的BRK-B同一标的，格式不同(点号vs连字符)
